                              GALAHA (KIRIMETIYA)     
                              LAT:  7.22N    LON: 80.68E    ELEV:  929.9M
                              Precip, daily   
1991-07-06,NA
1991-07-07,NA
1991-07-08,NA
1991-07-09,NA
1991-07-10,NA
1991-07-11,NA
1991-07-12,NA
1991-07-13,NA
1991-07-14,NA
1991-07-15,NA
1991-07-16,NA
1991-07-17,NA
1991-07-18,NA
1991-07-19,NA
1991-07-20,NA
1991-07-21,NA
1991-07-22,NA
1991-07-23,NA
1991-07-24,NA
1991-07-25,NA
1991-07-26,NA
1991-07-27,NA
1991-07-28,NA
1991-07-29,NA
1991-07-30,NA
1991-07-31,NA
1991-08-01,NA
1991-08-02,NA
1991-08-03,NA
1991-08-04,NA
1991-08-05,NA
1991-08-06,NA
1991-08-07,NA
1991-08-08,NA
1991-08-09,NA
1991-08-10,NA
1991-08-11,NA
1991-08-12,NA
1991-08-13,NA
1991-08-14,NA
1991-08-15,NA
1991-08-16,NA
1991-08-17,NA
1991-08-18,NA
1991-08-19,NA
1991-08-20,NA
1991-08-21,NA
1991-08-22,NA
1991-08-23,NA
1991-08-24,NA
1991-08-25,NA
1991-08-26,NA
1991-08-27,NA
1991-08-28,NA
1991-08-29,NA
1991-08-30,NA
1991-08-31,NA
1991-09-01,NA
1991-09-02,NA
1991-09-03,NA
1991-09-04,NA
1991-09-05,NA
1991-09-06,NA
1991-09-07,NA
1991-09-08,NA
1991-09-09,NA
1991-09-10,NA
1991-09-11,NA
1991-09-12,NA
1991-09-13,NA
1991-09-14,NA
1991-09-15,NA
1991-09-16,NA
1991-09-17,NA
1991-09-18,NA
1991-09-19,NA
1991-09-20,NA
1991-09-21,NA
1991-09-22,NA
1991-09-23,NA
1991-09-24,NA
1991-09-25,NA
1991-09-26,NA
1991-09-27,NA
1991-09-28,NA
1991-09-29,NA
1991-09-30,NA
1991-10-01,NA
1991-10-02,NA
1991-10-03,NA
1991-10-04,NA
1991-10-05,NA
1991-10-06,NA
1991-10-07,NA
1991-10-08,NA
1991-10-09,NA
1991-10-10,NA
1991-10-11,NA
1991-10-12,NA
1991-10-13,NA
1991-10-14,NA
1991-10-15,NA
1991-10-16,NA
1991-10-17,NA
1991-10-18,NA
1991-10-19,NA
1991-10-20,NA
1991-10-21,NA
1991-10-22,NA
1991-10-23,NA
1991-10-24,NA
1991-10-25,NA
1991-10-26,NA
1991-10-27,NA
1991-10-28,NA
1991-10-29,NA
1991-10-30,NA
1991-10-31,NA
1991-11-01,NA
1991-11-02,NA
1991-11-03,NA
1991-11-04,NA
1991-11-05,NA
1991-11-06,NA
1991-11-07,NA
1991-11-08,NA
1991-11-09,NA
1991-11-10,NA
1991-11-11,NA
1991-11-12,NA
1991-11-13,NA
1991-11-14,NA
1991-11-15,NA
1991-11-16,NA
1991-11-17,NA
1991-11-18,NA
1991-11-19,NA
1991-11-20,NA
1991-11-21,NA
1991-11-22,NA
1991-11-23,NA
1991-11-24,NA
1991-11-25,NA
1991-11-26,NA
1991-11-27,NA
1991-11-28,NA
1991-11-29,NA
1991-11-30,NA
1991-12-01,NA
1991-12-02,NA
1991-12-03,NA
1991-12-04,NA
1991-12-05,NA
1991-12-06,NA
1991-12-07,NA
1991-12-08,NA
1991-12-09,NA
1991-12-10,NA
1991-12-11,NA
1991-12-12,NA
1991-12-13,NA
1991-12-14,NA
1991-12-15,NA
1991-12-16,NA
1991-12-17,NA
1991-12-18,NA
1991-12-19,NA
1991-12-20,NA
1991-12-21,NA
1991-12-22,NA
1991-12-23,NA
1991-12-24,NA
1991-12-25,NA
1991-12-26,NA
1991-12-27,NA
1991-12-28,NA
1991-12-29,NA
1991-12-30,NA
1991-12-31,NA
1993-01-01,NA
1993-01-02,NA
1993-01-03,NA
1993-01-04,NA
1993-01-05,NA
1993-01-06,NA
1993-01-07,NA
1993-01-08,NA
1993-01-09,NA
1993-01-10,NA
1993-01-11,NA
1993-01-12,NA
1993-01-13,NA
1993-01-14,NA
1993-01-15,NA
1993-01-16,NA
1993-01-17,NA
1993-01-18,NA
1993-01-19,NA
1993-01-20,NA
1993-01-21,NA
1993-01-22,NA
1993-01-23,NA
1993-01-24,NA
1993-01-25,NA
1993-01-26,NA
1993-01-27,NA
1993-01-28,NA
1993-01-29,NA
1993-01-30,NA
1993-01-31,NA
1993-02-01,NA
1993-02-02,NA
1993-02-03,NA
1993-02-04,NA
1993-02-05,NA
1993-02-06,NA
1993-02-07,NA
1993-02-08,NA
1993-02-09,NA
1993-02-10,NA
1993-02-11,NA
1993-02-12,NA
1993-02-13,NA
1993-02-14,NA
1993-02-15,NA
1993-02-16,NA
1993-02-17,NA
1993-02-18,NA
1993-02-19,NA
1993-02-20,NA
1993-02-21,NA
1993-02-22,NA
1993-02-23,NA
1993-02-24,NA
1993-02-25,NA
1993-02-26,NA
1993-02-27,NA
1993-02-28,NA
1993-03-01,NA
1993-03-02,NA
1993-03-03,NA
1993-03-04,NA
1993-03-05,NA
1993-03-06,NA
1993-03-07,NA
1993-03-08,NA
1993-03-09,NA
1993-03-10,NA
1993-03-11,NA
1993-03-12,NA
1993-03-13,NA
1993-03-14,NA
1993-03-15,NA
1993-03-16,NA
1993-03-17,NA
1993-03-18,NA
1993-03-19,NA
1993-03-20,NA
1993-03-21,NA
1993-03-22,NA
1993-03-23,NA
1993-03-24,NA
1993-03-25,NA
1993-03-26,NA
1993-03-27,NA
1993-03-28,NA
1993-03-29,NA
1993-03-30,NA
1993-03-31,NA
1993-04-01,NA
1993-04-02,NA
1993-04-03,NA
1993-04-04,NA
1993-04-05,NA
1993-04-06,NA
1993-04-07,NA
1993-04-08,NA
1993-04-09,NA
1993-04-10,NA
1993-04-11,NA
1993-04-12,NA
1993-04-13,NA
1993-04-14,NA
1993-04-15,NA
1993-04-16,NA
1993-04-17,NA
1993-04-18,NA
1993-04-19,NA
1993-04-20,NA
1993-04-21,NA
1993-04-22,NA
1993-04-23,NA
1993-04-24,NA
1993-04-25,NA
1993-04-26,NA
1993-04-27,NA
1993-04-28,NA
1993-04-29,NA
1993-04-30,NA
1993-05-01,.0
1993-05-02,.0
1993-05-03,.0
1993-05-04,.0
1993-05-05,.0
1993-05-06,1.1
1993-05-07,.0
1993-05-08,.0
1993-05-09,.0
1993-05-10,9.2
1993-05-11,.0
1993-05-12,.0
1993-05-13,.0
1993-05-14,.0
1993-05-15,5.2
1993-05-16,8.2
1993-05-17,10.1
1993-05-18,12.5
1993-05-19,15.3
1993-05-20,.0
1993-05-21,20.0
1993-05-22,22.0
1993-05-23,30.0
1993-05-24,24.0
1993-05-25,17.0
1993-05-26,15.0
1993-05-27,12.0
1993-05-28,28.0
1993-05-29,30.0
1993-05-30,10.0
1993-05-31,21.0
1993-06-01,.0
1993-06-02,.0
1993-06-03,50.0
1993-06-04,130.0
1993-06-05,19.0
1993-06-06,20.0
1993-06-07,34.0
1993-06-08,21.0
1993-06-09,10.0
1993-06-10,1.0
1993-06-11,.0
1993-06-12,.0
1993-06-13,.0
1993-06-14,1.1
1993-06-15,.0
1993-06-16,.0
1993-06-17,.0
1993-06-18,.0
1993-06-19,.0
1993-06-20,.0
1993-06-21,.0
1993-06-22,.0
1993-06-23,.0
1993-06-24,26.0
1993-06-25,.0
1993-06-26,.0
1993-06-27,20.0
1993-06-28,43.0
1993-06-29,.0
1993-06-30,1.8
1993-07-01,8.5
1993-07-02,9.8
1993-07-03,12.1
1993-07-04,4.2
1993-07-05,.0
1993-07-06,.0
1993-07-07,.0
1993-07-08,.0
1993-07-09,.0
1993-07-10,.0
1993-07-11,10.1
1993-07-12,12.1
1993-07-13,22.1
1993-07-14,1.1
1993-07-15,.0
1993-07-16,.0
1993-07-17,20.0
1993-07-18,45.0
1993-07-19,.0
1993-07-20,.0
1993-07-21,.0
1993-07-22,17.0
1993-07-23,12.0
1993-07-24,10.0
1993-07-25,.0
1993-07-26,10.0
1993-07-27,11.0
1993-07-28,19.0
1993-07-29,25.0
1993-07-30,31.0
1993-07-31,30.0
1993-08-01,.0
1993-08-02,.1
1993-08-03,.0
1993-08-04,.0
1993-08-05,.0
1993-08-06,.0
1993-08-07,1.6
1993-08-08,.2
1993-08-09,.1
1993-08-10,.0
1993-08-11,.0
1993-08-12,.0
1993-08-13,.0
1993-08-14,.2
1993-08-15,.1
1993-08-16,.0
1993-08-17,.0
1993-08-18,.0
1993-08-19,.0
1993-08-20,.0
1993-08-21,.0
1993-08-22,4.2
1993-08-23,.0
1993-08-24,.0
1993-08-25,1.0
1993-08-26,.8
1993-08-27,.0
1993-08-28,.0
1993-08-29,.0
1993-08-30,.0
1993-08-31,.0
1993-09-01,.0
1993-09-02,.0
1993-09-03,1.6
1993-09-04,.3
1993-09-05,.0
1993-09-06,.0
1993-09-07,.0
1993-09-08,.0
1993-09-09,.0
1993-09-10,.1
1993-09-11,.0
1993-09-12,.0
1993-09-13,.0
1993-09-14,.0
1993-09-15,.0
1993-09-16,.0
1993-09-17,.0
1993-09-18,.0
1993-09-19,.0
1993-09-20,.0
1993-09-21,.0
1993-09-22,1.1
1993-09-23,2.0
1993-09-24,.2
1993-09-25,1.4
1993-09-26,.0
1993-09-27,.0
1993-09-28,.0
1993-09-29,.0
1993-09-30,.0
1993-10-01,.0
1993-10-02,6.0
1993-10-03,1.0
1993-10-04,2.0
1993-10-05,4.0
1993-10-06,15.0
1993-10-07,52.0
1993-10-08,56.0
1993-10-09,17.0
1993-10-10,10.0
1993-10-11,.0
1993-10-12,.0
1993-10-13,.0
1993-10-14,40.5
1993-10-15,50.3
1993-10-16,.0
1993-10-17,.0
1993-10-18,54.5
1993-10-19,57.3
1993-10-20,46.2
1993-10-21,10.0
1993-10-22,32.0
1993-10-23,42.0
1993-10-24,62.0
1993-10-25,20.0
1993-10-26,10.0
1993-10-27,32.0
1993-10-28,10.0
1993-10-29,2.0
1993-10-30,1.0
1993-10-31,34.0
1993-11-01,29.7
1993-11-02,31.4
1993-11-03,11.2
1993-11-04,.0
1993-11-05,10.0
1993-11-06,.0
1993-11-07,25.0
1993-11-08,9.4
1993-11-09,.0
1993-11-10,10.2
1993-11-11,10.0
1993-11-12,.0
1993-11-13,.0
1993-11-14,.0
1993-11-15,42.2
1993-11-16,6.2
1993-11-17,.0
1993-11-18,.0
1993-11-19,.0
1993-11-20,.0
1993-11-21,.0
1993-11-22,NA
1993-11-23,.0
1993-11-24,.0
1993-11-25,.0
1993-11-26,.0
1993-11-27,.0
1993-11-28,.0
1993-11-29,3.7
1993-11-30,10.0
1993-12-01,.0
1993-12-02,.0
1993-12-03,.0
1993-12-04,.0
1993-12-05,.0
1993-12-06,2.1
1993-12-07,3.2
1993-12-08,13.0
1993-12-09,1.1
1993-12-10,.0
1993-12-11,.0
1993-12-12,4.2
1993-12-13,20.3
1993-12-14,38.2
1993-12-15,40.2
1993-12-16,12.1
1993-12-17,48.2
1993-12-18,82.8
1993-12-19,16.1
1993-12-20,18.1
1993-12-21,.0
1993-12-22,24.0
1993-12-23,65.0
1993-12-24,30.0
1993-12-25,1.0
1993-12-26,11.0
1993-12-27,1.0
1993-12-28,30.0
1993-12-29,12.1
1993-12-30,.0
1993-12-31,.0
1994-01-01,NA
1994-01-02,NA
1994-01-03,NA
1994-01-04,NA
1994-01-05,NA
1994-01-06,NA
1994-01-07,NA
1994-01-08,NA
1994-01-09,NA
1994-01-10,NA
1994-01-11,NA
1994-01-12,NA
1994-01-13,NA
1994-01-14,NA
1994-01-15,NA
1994-01-16,NA
1994-01-17,NA
1994-01-18,NA
1994-01-19,NA
1994-01-20,NA
1994-01-21,NA
1994-01-22,NA
1994-01-23,NA
1994-01-24,NA
1994-01-25,NA
1994-01-26,NA
1994-01-27,NA
1994-01-28,NA
1994-01-29,NA
1994-01-30,NA
1994-01-31,NA
1994-02-01,NA
1994-02-02,NA
1994-02-03,NA
1994-02-04,NA
1994-02-05,NA
1994-02-06,NA
1994-02-07,NA
1994-02-08,NA
1994-02-09,NA
1994-02-10,NA
1994-02-11,NA
1994-02-12,NA
1994-02-13,NA
1994-02-14,NA
1994-02-15,NA
1994-02-16,NA
1994-02-17,NA
1994-02-18,NA
1994-02-19,NA
1994-02-20,NA
1994-02-21,NA
1994-02-22,NA
1994-02-23,NA
1994-02-24,NA
1994-02-25,NA
1994-02-26,NA
1994-02-27,NA
1994-02-28,NA
1994-03-01,.0
1994-03-02,.0
1994-03-03,.0
1994-03-04,.0
1994-03-05,.0
1994-03-06,.0
1994-03-07,.0
1994-03-08,.0
1994-03-09,.0
1994-03-10,.0
1994-03-11,.0
1994-03-12,.0
1994-03-13,.0
1994-03-14,.0
1994-03-15,.0
1994-03-16,.0
1994-03-17,.0
1994-03-18,.0
1994-03-19,.0
1994-03-20,.0
1994-03-21,.0
1994-03-22,.0
1994-03-23,.0
1994-03-24,.0
1994-03-25,.0
1994-03-26,.0
1994-03-27,.0
1994-03-28,.0
1994-03-29,.0
1994-03-30,.0
1994-03-31,.0
1994-04-01,1.2
1994-04-02,.0
1994-04-03,3.2
1994-04-04,.0
1994-04-05,1.2
1994-04-06,4.2
1994-04-07,.0
1994-04-08,.0
1994-04-09,.0
1994-04-10,.0
1994-04-11,.0
1994-04-12,.0
1994-04-13,.0
1994-04-14,.0
1994-04-15,.0
1994-04-16,.0
1994-04-17,.0
1994-04-18,.0
1994-04-19,.0
1994-04-20,.0
1994-04-21,.0
1994-04-22,.0
1994-04-23,.0
1994-04-24,.0
1994-04-25,.0
1994-04-26,.0
1994-04-27,.0
1994-04-28,.0
1994-04-29,.0
1994-04-30,.0
1994-05-01,.0
1994-05-02,.0
1994-05-03,.0
1994-05-04,.0
1994-05-05,.0
1994-05-06,.0
1994-05-07,.0
1994-05-08,.0
1994-05-09,.0
1994-05-10,.0
1994-05-11,.0
1994-05-12,.0
1994-05-13,.0
1994-05-14,.0
1994-05-15,.0
1994-05-16,.0
1994-05-17,.0
1994-05-18,.0
1994-05-19,.0
1994-05-20,.0
1994-05-21,.0
1994-05-22,.0
1994-05-23,1.1
1994-05-24,10.1
1994-05-25,22.2
1994-05-26,8.2
1994-05-27,.0
1994-05-28,16.2
1994-05-29,11.1
1994-05-30,13.2
1994-05-31,8.2
1994-06-01,NA
1994-06-02,NA
1994-06-03,NA
1994-06-04,NA
1994-06-05,NA
1994-06-06,NA
1994-06-07,NA
1994-06-08,NA
1994-06-09,NA
1994-06-10,NA
1994-06-11,NA
1994-06-12,NA
1994-06-13,NA
1994-06-14,NA
1994-06-15,NA
1994-06-16,NA
1994-06-17,NA
1994-06-18,NA
1994-06-19,NA
1994-06-20,NA
1994-06-21,NA
1994-06-22,NA
1994-06-23,NA
1994-06-24,NA
1994-06-25,NA
1994-06-26,NA
1994-06-27,NA
1994-06-28,NA
1994-06-29,NA
1994-06-30,NA
1994-07-01,NA
1994-07-02,NA
1994-07-03,NA
1994-07-04,NA
1994-07-05,NA
1994-07-06,NA
1994-07-07,NA
1994-07-08,NA
1994-07-09,NA
1994-07-10,NA
1994-07-11,NA
1994-07-12,NA
1994-07-13,NA
1994-07-14,NA
1994-07-15,NA
1994-07-16,NA
1994-07-17,NA
1994-07-18,NA
1994-07-19,NA
1994-07-20,NA
1994-07-21,NA
1994-07-22,NA
1994-07-23,NA
1994-07-24,NA
1994-07-25,NA
1994-07-26,NA
1994-07-27,NA
1994-07-28,NA
1994-07-29,NA
1994-07-30,NA
1994-07-31,NA
1994-08-01,NA
1994-08-02,NA
1994-08-03,NA
1994-08-04,NA
1994-08-05,NA
1994-08-06,NA
1994-08-07,NA
1994-08-08,NA
1994-08-09,NA
1994-08-10,NA
1994-08-11,NA
1994-08-12,NA
1994-08-13,NA
1994-08-14,NA
1994-08-15,NA
1994-08-16,NA
1994-08-17,NA
1994-08-18,NA
1994-08-19,NA
1994-08-20,NA
1994-08-21,NA
1994-08-22,NA
1994-08-23,NA
1994-08-24,NA
1994-08-25,NA
1994-08-26,NA
1994-08-27,NA
1994-08-28,NA
1994-08-29,NA
1994-08-30,NA
1994-08-31,NA
1994-09-01,NA
1994-09-02,NA
1994-09-03,NA
1994-09-04,NA
1994-09-05,NA
1994-09-06,NA
1994-09-07,NA
1994-09-08,NA
1994-09-09,NA
1994-09-10,NA
1994-09-11,NA
1994-09-12,NA
1994-09-13,NA
1994-09-14,NA
1994-09-15,NA
1994-09-16,NA
1994-09-17,NA
1994-09-18,NA
1994-09-19,NA
1994-09-20,NA
1994-09-21,NA
1994-09-22,NA
1994-09-23,NA
1994-09-24,NA
1994-09-25,NA
1994-09-26,NA
1994-09-27,NA
1994-09-28,NA
1994-09-29,NA
1994-09-30,NA
1994-10-01,NA
1994-10-02,NA
1994-10-03,NA
1994-10-04,NA
1994-10-05,NA
1994-10-06,NA
1994-10-07,NA
1994-10-08,NA
1994-10-09,NA
1994-10-10,NA
1994-10-11,NA
1994-10-12,NA
1994-10-13,NA
1994-10-14,NA
1994-10-15,NA
1994-10-16,NA
1994-10-17,NA
1994-10-18,NA
1994-10-19,NA
1994-10-20,NA
1994-10-21,NA
1994-10-22,NA
1994-10-23,NA
1994-10-24,NA
1994-10-25,NA
1994-10-26,NA
1994-10-27,NA
1994-10-28,NA
1994-10-29,NA
1994-10-30,NA
1994-10-31,NA
1994-11-01,NA
1994-11-02,NA
1994-11-03,NA
1994-11-04,NA
1994-11-05,NA
1994-11-06,NA
1994-11-07,NA
1994-11-08,NA
1994-11-09,NA
1994-11-10,NA
1994-11-11,NA
1994-11-12,NA
1994-11-13,NA
1994-11-14,NA
1994-11-15,NA
1994-11-16,NA
1994-11-17,NA
1994-11-18,NA
1994-11-19,NA
1994-11-20,NA
1994-11-21,NA
1994-11-22,NA
1994-11-23,NA
1994-11-24,NA
1994-11-25,NA
1994-11-26,NA
1994-11-27,NA
1994-11-28,NA
1994-11-29,NA
1994-11-30,NA
1994-12-01,NA
1994-12-02,NA
1994-12-03,NA
1994-12-04,NA
1994-12-05,NA
1994-12-06,NA
1994-12-07,NA
1994-12-08,NA
1994-12-09,NA
1994-12-10,NA
1994-12-11,NA
1994-12-12,NA
1994-12-13,NA
1994-12-14,NA
1994-12-15,NA
1994-12-16,NA
1994-12-17,NA
1994-12-18,NA
1994-12-19,NA
1994-12-20,NA
1994-12-21,NA
1994-12-22,NA
1994-12-23,NA
1994-12-24,NA
1994-12-25,NA
1994-12-26,NA
1994-12-27,NA
1994-12-28,NA
1994-12-29,NA
1994-12-30,NA
1994-12-31,NA
