                              Millimeters         
Date,None
2006-05-01,.0
2006-05-02,.0
2006-05-03,2.0
2006-05-04,5.0
2006-05-05,10.2
2006-05-06,.0
2006-05-07,2.0
2006-05-08,4.5
2006-05-09,6.8
2006-05-10,.8
2006-05-11,.0
2006-05-12,10.0
2006-05-13,9.0
2006-05-14,10.0
2006-05-15,15.0
2006-05-16,15.0
2006-05-17,5.0
2006-05-18,.0
2006-05-19,2.0
2006-05-20,5.5
2006-05-21,.0
2006-05-22,.0
2006-05-23,5.0
2006-05-24,2.0
2006-05-25,.0
2006-05-26,.0
2006-05-27,.0
2006-05-28,.0
2006-05-29,.0
2006-05-30,.0
2006-05-31,.0
2006-06-01,.0
2006-06-02,20.0
2006-06-03,10.0
2006-06-04,10.0
2006-06-05,.0
2006-06-06,.0
2006-06-07,.0
2006-06-08,.0
2006-06-09,.0
2006-06-10,.0
2006-06-11,15.0
2006-06-12,34.0
2006-06-13,.0
2006-06-14,1.5
2006-06-15,.0
2006-06-16,2.0
2006-06-17,2.5
2006-06-18,1.2
2006-06-19,45.1
2006-06-20,8.2
2006-06-21,9.1
2006-06-22,1.4
2006-06-23,.0
2006-06-24,.0
2006-06-25,.0
2006-06-26,.0
2006-06-27,.0
2006-06-28,.0
2006-06-29,.0
2006-06-30,.0
2006-07-01,-9.9
2006-07-02,-9.9
2006-07-03,-9.9
2006-07-04,-9.9
2006-07-05,-9.9
2006-07-06,-9.9
2006-07-07,-9.9
2006-07-08,-9.9
2006-07-09,-9.9
2006-07-10,-9.9
2006-07-11,-9.9
2006-07-12,-9.9
2006-07-13,-9.9
2006-07-14,-9.9
2006-07-15,-9.9
2006-07-16,-9.9
2006-07-17,-9.9
2006-07-18,-9.9
2006-07-19,-9.9
2006-07-20,-9.9
2006-07-21,-9.9
2006-07-22,-9.9
2006-07-23,-9.9
2006-07-24,-9.9
2006-07-25,-9.9
2006-07-26,-9.9
2006-07-27,-9.9
2006-07-28,-9.9
2006-07-29,-9.9
2006-07-30,-9.9
2006-07-31,-9.9
2006-08-01,.0
2006-08-02,.0
2006-08-03,.0
2006-08-04,.0
2006-08-05,.0
2006-08-06,.0
2006-08-07,.0
2006-08-08,.0
2006-08-09,.0
2006-08-10,.0
2006-08-11,.0
2006-08-12,.0
2006-08-13,.5
2006-08-14,1.0
2006-08-15,.0
2006-08-16,.0
2006-08-17,.0
2006-08-18,.0
2006-08-19,5.0
2006-08-20,22.0
2006-08-21,25.0
2006-08-22,.0
2006-08-23,.0
2006-08-24,.0
2006-08-25,2.0
2006-08-26,.0
2006-08-27,.0
2006-08-28,.0
2006-08-29,.0
2006-08-30,.0
2006-08-31,.0
2006-09-01,.0
2006-09-02,6.0
2006-09-03,33.0
2006-09-04,15.0
2006-09-05,2.0
2006-09-06,5.0
2006-09-07,32.0
2006-09-08,5.0
2006-09-09,.0
2006-09-10,.0
2006-09-11,.0
2006-09-12,.0
2006-09-13,.0
2006-09-14,.0
2006-09-15,.0
2006-09-16,.0
2006-09-17,2.0
2006-09-18,5.0
2006-09-19,.0
2006-09-20,.0
2006-09-21,.0
2006-09-22,.0
2006-09-23,.0
2006-09-24,3.0
2006-09-25,.0
2006-09-26,.0
2006-09-27,.0
2006-09-28,.0
2006-09-29,.0
2006-09-30,.0
2006-10-01,.0
2006-10-02,.0
2006-10-03,.0
2006-10-04,.0
2006-10-05,.0
2006-10-06,.0
2006-10-07,.0
2006-10-08,.0
2006-10-09,.0
2006-10-10,.0
2006-10-11,.0
2006-10-12,2.0
2006-10-13,1.5
2006-10-14,20.0
2006-10-15,23.0
2006-10-16,71.0
2006-10-17,12.0
2006-10-18,28.0
2006-10-19,21.5
2006-10-20,42.3
2006-10-21,10.0
2006-10-22,10.8
2006-10-23,52.0
2006-10-24,25.5
2006-10-25,48.0
2006-10-26,33.0
2006-10-27,3.0
2006-10-28,10.0
2006-10-29,5.0
2006-10-30,33.5
2006-10-31,10.5
2006-11-01,9.0
2006-11-02,3.2
2006-11-03,5.0
2006-11-04,5.0
2006-11-05,3.0
2006-11-06,5.7
2006-11-07,3.0
2006-11-08,34.0
2006-11-09,13.2
2006-11-10,5.0
2006-11-11,8.0
2006-11-12,17.0
2006-11-13,7.2
2006-11-14,13.0
2006-11-15,20.0
2006-11-16,36.0
2006-11-17,19.0
2006-11-18,30.0
2006-11-19,29.0
2006-11-20,22.5
2006-11-21,87.0
2006-11-22,11.5
2006-11-23,18.3
2006-11-24,4.2
2006-11-25,5.0
2006-11-26,2.3
2006-11-27,.0
2006-11-28,.0
2006-11-29,.0
2006-11-30,.0
2006-12-01,.0
2006-12-02,.0
2006-12-03,17.0
2006-12-04,21.0
2006-12-05,4.8
2006-12-06,3.4
2006-12-07,13.5
2006-12-08,.0
2006-12-09,.0
2006-12-10,3.5
2006-12-11,5.0
2006-12-12,.0
2006-12-13,.0
2006-12-14,2.0
2006-12-15,.0
2006-12-16,.0
2006-12-17,72.0
2006-12-18,13.0
2006-12-19,53.0
2006-12-20,13.0
2006-12-21,2.0
2006-12-22,11.5
2006-12-23,.0
2006-12-24,4.5
2006-12-25,6.0
2006-12-26,.0
2006-12-27,.0
2006-12-28,.0
2006-12-29,.0
2006-12-30,.0
2006-12-31,.0
2007-01-01,-9.9
2007-01-02,-9.9
2007-01-03,-9.9
2007-01-04,-9.9
2007-01-05,-9.9
2007-01-06,-9.9
2007-01-07,-9.9
2007-01-08,-9.9
2007-01-09,-9.9
2007-01-10,-9.9
2007-01-11,-9.9
2007-01-12,-9.9
2007-01-13,-9.9
2007-01-14,-9.9
2007-01-15,-9.9
2007-01-16,-9.9
2007-01-17,-9.9
2007-01-18,-9.9
2007-01-19,-9.9
2007-01-20,-9.9
2007-01-21,-9.9
2007-01-22,-9.9
2007-01-23,-9.9
2007-01-24,-9.9
2007-01-25,-9.9
2007-01-26,-9.9
2007-01-27,-9.9
2007-01-28,-9.9
2007-01-29,-9.9
2007-01-30,-9.9
2007-01-31,-9.9
2007-02-01,.0
2007-02-02,.0
2007-02-03,.0
2007-02-04,.0
2007-02-05,.0
2007-02-06,.0
2007-02-07,.0
2007-02-08,.0
2007-02-09,.0
2007-02-10,.0
2007-02-11,17.5
2007-02-12,.0
2007-02-13,.0
2007-02-14,.0
2007-02-15,.0
2007-02-16,.0
2007-02-17,.0
2007-02-18,.0
2007-02-19,.0
2007-02-20,.0
2007-02-21,.0
2007-02-22,.0
2007-02-23,.0
2007-02-24,.0
2007-02-25,.0
2007-02-26,.0
2007-02-27,.0
2007-02-28,.0
2007-03-01,-9.9
2007-03-02,-9.9
2007-03-03,-9.9
2007-03-04,-9.9
2007-03-05,-9.9
2007-03-06,-9.9
2007-03-07,-9.9
2007-03-08,-9.9
2007-03-09,-9.9
2007-03-10,-9.9
2007-03-11,-9.9
2007-03-12,-9.9
2007-03-13,-9.9
2007-03-14,-9.9
2007-03-15,-9.9
2007-03-16,-9.9
2007-03-17,-9.9
2007-03-18,-9.9
2007-03-19,-9.9
2007-03-20,-9.9
2007-03-21,-9.9
2007-03-22,-9.9
2007-03-23,-9.9
2007-03-24,-9.9
2007-03-25,-9.9
2007-03-26,-9.9
2007-03-27,-9.9
2007-03-28,-9.9
2007-03-29,-9.9
2007-03-30,-9.9
2007-03-31,-9.9
2007-04-01,8.0
2007-04-02,.0
2007-04-03,2.0
2007-04-04,.0
2007-04-05,5.0
2007-04-06,5.0
2007-04-07,7.0
2007-04-08,20.5
2007-04-09,3.0
2007-04-10,31.0
2007-04-11,1.0
2007-04-12,.0
2007-04-13,.0
2007-04-14,.0
2007-04-15,5.5
2007-04-16,9.0
2007-04-17,3.2
2007-04-18,1.2
2007-04-19,.0
2007-04-20,.0
2007-04-21,50.0
2007-04-22,1.2
2007-04-23,10.8
2007-04-24,2.0
2007-04-25,18.0
2007-04-26,30.2
2007-04-27,27.0
2007-04-28,3.6
2007-04-29,14.5
2007-04-30,.0
2007-05-01,.0
2007-05-02,.0
2007-05-03,.0
2007-05-04,31.0
2007-05-05,14.0
2007-05-06,1.2
2007-05-07,.0
2007-05-08,.0
2007-05-09,.0
2007-05-10,.0
2007-05-11,.0
2007-05-12,.0
2007-05-13,.0
2007-05-14,.0
2007-05-15,.0
2007-05-16,.0
2007-05-17,.0
2007-05-18,.0
2007-05-19,.0
2007-05-20,.0
2007-05-21,7.8
2007-05-22,.0
2007-05-23,.0
2007-05-24,1.5
2007-05-25,.0
2007-05-26,49.7
2007-05-27,.0
2007-05-28,.0
2007-05-29,.0
2007-05-30,6.5
2007-05-31,.0
2007-06-01,.0
2007-06-02,.0
2007-06-03,.0
2007-06-04,.0
2007-06-05,52.3
2007-06-06,.7
2007-06-07,.0
2007-06-08,.0
2007-06-09,.0
2007-06-10,.0
2007-06-11,.0
2007-06-12,.0
2007-06-13,.0
2007-06-14,7.2
2007-06-15,.0
2007-06-16,.0
2007-06-17,.0
2007-06-18,6.3
2007-06-19,.0
2007-06-20,.0
2007-06-21,2.8
2007-06-22,.0
2007-06-23,.0
2007-06-24,.0
2007-06-25,.0
2007-06-26,.0
2007-06-27,.0
2007-06-28,.0
2007-06-29,.0
2007-06-30,.0
2007-07-01,-9.9
2007-07-02,-9.9
2007-07-03,-9.9
2007-07-04,-9.9
2007-07-05,-9.9
2007-07-06,-9.9
2007-07-07,-9.9
2007-07-08,-9.9
2007-07-09,-9.9
2007-07-10,-9.9
2007-07-11,-9.9
2007-07-12,-9.9
2007-07-13,-9.9
2007-07-14,-9.9
2007-07-15,-9.9
2007-07-16,-9.9
2007-07-17,-9.9
2007-07-18,-9.9
2007-07-19,-9.9
2007-07-20,-9.9
2007-07-21,-9.9
2007-07-22,-9.9
2007-07-23,-9.9
2007-07-24,-9.9
2007-07-25,-9.9
2007-07-26,-9.9
2007-07-27,-9.9
2007-07-28,-9.9
2007-07-29,-9.9
2007-07-30,-9.9
2007-07-31,-9.9
2007-08-01,.0
2007-08-02,.0
2007-08-03,.0
2007-08-04,.0
2007-08-05,.0
2007-08-06,.0
2007-08-07,.0
2007-08-08,.0
2007-08-09,.0
2007-08-10,.0
2007-08-11,.0
2007-08-12,.0
2007-08-13,.0
2007-08-14,.0
2007-08-15,.0
2007-08-16,.0
2007-08-17,.0
2007-08-18,.0
2007-08-19,.0
2007-08-20,.0
2007-08-21,.0
2007-08-22,.0
2007-08-23,.0
2007-08-24,.0
2007-08-25,.0
2007-08-26,7.3
2007-08-27,.0
2007-08-28,29.0
2007-08-29,.0
2007-08-30,3.8
2007-08-31,.0
2007-09-01,2.0
2007-09-02,.7
2007-09-03,.0
2007-09-04,.0
2007-09-05,.0
2007-09-06,3.6
2007-09-07,.0
2007-09-08,49.0
2007-09-09,23.0
2007-09-10,7.0
2007-09-11,50.6
2007-09-12,52.0
2007-09-13,.0
2007-09-14,.0
2007-09-15,.0
2007-09-16,.0
2007-09-17,.0
2007-09-18,.0
2007-09-19,.0
2007-09-20,.0
2007-09-21,.0
2007-09-22,.0
2007-09-23,.0
2007-09-24,.0
2007-09-25,.0
2007-09-26,.0
2007-09-27,.0
2007-09-28,.0
2007-09-29,.0
2007-09-30,.0
2007-10-01,.0
2007-10-02,.0
2007-10-03,.0
2007-10-04,.0
2007-10-05,.0
2007-10-06,1.8
2007-10-07,.0
2007-10-08,.0
2007-10-09,.0
2007-10-10,35.9
2007-10-11,5.6
2007-10-12,5.0
2007-10-13,10.0
2007-10-14,55.0
2007-10-15,3.2
2007-10-16,20.8
2007-10-17,12.0
2007-10-18,2.0
2007-10-19,11.0
2007-10-20,2.0
2007-10-21,.0
2007-10-22,.0
2007-10-23,.0
2007-10-24,.1
2007-10-25,51.0
2007-10-26,31.0
2007-10-27,6.0
2007-10-28,.0
2007-10-29,.0
2007-10-30,.0
2007-10-31,.0
2007-11-01,-9.9
2007-11-02,-9.9
2007-11-03,-9.9
2007-11-04,-9.9
2007-11-05,-9.9
2007-11-06,-9.9
2007-11-07,-9.9
2007-11-08,-9.9
2007-11-09,-9.9
2007-11-10,-9.9
2007-11-11,-9.9
2007-11-12,-9.9
2007-11-13,-9.9
2007-11-14,-9.9
2007-11-15,-9.9
2007-11-16,-9.9
2007-11-17,-9.9
2007-11-18,-9.9
2007-11-19,-9.9
2007-11-20,-9.9
2007-11-21,-9.9
2007-11-22,-9.9
2007-11-23,-9.9
2007-11-24,-9.9
2007-11-25,-9.9
2007-11-26,-9.9
2007-11-27,-9.9
2007-11-28,-9.9
2007-11-29,-9.9
2007-11-30,-9.9
2007-12-01,-9.9
2007-12-02,-9.9
2007-12-03,-9.9
2007-12-04,-9.9
2007-12-05,-9.9
2007-12-06,-9.9
2007-12-07,-9.9
2007-12-08,-9.9
2007-12-09,-9.9
2007-12-10,-9.9
2007-12-11,-9.9
2007-12-12,-9.9
2007-12-13,-9.9
2007-12-14,-9.9
2007-12-15,-9.9
2007-12-16,-9.9
2007-12-17,-9.9
2007-12-18,-9.9
2007-12-19,-9.9
2007-12-20,-9.9
2007-12-21,-9.9
2007-12-22,-9.9
2007-12-23,-9.9
2007-12-24,-9.9
2007-12-25,-9.9
2007-12-26,-9.9
2007-12-27,-9.9
2007-12-28,-9.9
2007-12-29,-9.9
2007-12-30,-9.9
2007-12-31,-9.9
2010-01-01,-9.9
2010-01-02,-9.9
2010-01-03,-9.9
2010-01-04,-9.9
2010-01-05,-9.9
2010-01-06,-9.9
2010-01-07,-9.9
2010-01-08,-9.9
2010-01-09,-9.9
2010-01-10,-9.9
2010-01-11,-9.9
2010-01-12,-9.9
2010-01-13,-9.9
2010-01-14,-9.9
2010-01-15,-9.9
2010-01-16,-9.9
2010-01-17,-9.9
2010-01-18,-9.9
2010-01-19,-9.9
2010-01-20,-9.9
2010-01-21,-9.9
2010-01-22,-9.9
2010-01-23,-9.9
2010-01-24,-9.9
2010-01-25,-9.9
2010-01-26,-9.9
2010-01-27,-9.9
2010-01-28,-9.9
2010-01-29,-9.9
2010-01-30,-9.9
2010-01-31,-9.9
2010-02-01,-9.9
2010-02-02,-9.9
2010-02-03,-9.9
2010-02-04,-9.9
2010-02-05,-9.9
2010-02-06,-9.9
2010-02-07,-9.9
2010-02-08,-9.9
2010-02-09,-9.9
2010-02-10,-9.9
2010-02-11,-9.9
2010-02-12,-9.9
2010-02-13,-9.9
2010-02-14,-9.9
2010-02-15,-9.9
2010-02-16,-9.9
2010-02-17,-9.9
2010-02-18,-9.9
2010-02-19,-9.9
2010-02-20,-9.9
2010-02-21,-9.9
2010-02-22,-9.9
2010-02-23,-9.9
2010-02-24,-9.9
2010-02-25,-9.9
2010-02-26,-9.9
2010-02-27,-9.9
2010-02-28,-9.9
2010-03-01,-9.9
2010-03-02,-9.9
2010-03-03,-9.9
2010-03-04,-9.9
2010-03-05,-9.9
2010-03-06,-9.9
2010-03-07,-9.9
2010-03-08,-9.9
2010-03-09,-9.9
2010-03-10,-9.9
2010-03-11,-9.9
2010-03-12,-9.9
2010-03-13,-9.9
2010-03-14,-9.9
2010-03-15,-9.9
2010-03-16,-9.9
2010-03-17,-9.9
2010-03-18,-9.9
2010-03-19,-9.9
2010-03-20,-9.9
2010-03-21,-9.9
2010-03-22,-9.9
2010-03-23,-9.9
2010-03-24,-9.9
2010-03-25,-9.9
2010-03-26,-9.9
2010-03-27,-9.9
2010-03-28,-9.9
2010-03-29,-9.9
2010-03-30,-9.9
2010-03-31,-9.9
2010-04-01,-9.9
2010-04-02,-9.9
2010-04-03,-9.9
2010-04-04,-9.9
2010-04-05,-9.9
2010-04-06,-9.9
2010-04-07,-9.9
2010-04-08,-9.9
2010-04-09,-9.9
2010-04-10,-9.9
2010-04-11,-9.9
2010-04-12,-9.9
2010-04-13,-9.9
2010-04-14,-9.9
2010-04-15,-9.9
2010-04-16,-9.9
2010-04-17,-9.9
2010-04-18,-9.9
2010-04-19,-9.9
2010-04-20,-9.9
2010-04-21,-9.9
2010-04-22,-9.9
2010-04-23,-9.9
2010-04-24,-9.9
2010-04-25,-9.9
2010-04-26,-9.9
2010-04-27,-9.9
2010-04-28,-9.9
2010-04-29,-9.9
2010-04-30,-9.9
2010-05-01,-9.9
2010-05-02,-9.9
2010-05-03,-9.9
2010-05-04,-9.9
2010-05-05,-9.9
2010-05-06,-9.9
2010-05-07,-9.9
2010-05-08,-9.9
2010-05-09,-9.9
2010-05-10,-9.9
2010-05-11,-9.9
2010-05-12,-9.9
2010-05-13,-9.9
2010-05-14,-9.9
2010-05-15,-9.9
2010-05-16,-9.9
2010-05-17,-9.9
2010-05-18,-9.9
2010-05-19,-9.9
2010-05-20,-9.9
2010-05-21,-9.9
2010-05-22,-9.9
2010-05-23,-9.9
2010-05-24,-9.9
2010-05-25,-9.9
2010-05-26,-9.9
2010-05-27,-9.9
2010-05-28,-9.9
2010-05-29,-9.9
2010-05-30,-9.9
2010-05-31,-9.9
2010-06-01,-9.9
2010-06-02,-9.9
2010-06-03,-9.9
2010-06-04,-9.9
2010-06-05,-9.9
2010-06-06,-9.9
2010-06-07,-9.9
2010-06-08,-9.9
2010-06-09,-9.9
2010-06-10,-9.9
2010-06-11,-9.9
2010-06-12,-9.9
2010-06-13,-9.9
2010-06-14,-9.9
2010-06-15,-9.9
2010-06-16,-9.9
2010-06-17,-9.9
2010-06-18,-9.9
2010-06-19,-9.9
2010-06-20,-9.9
2010-06-21,-9.9
2010-06-22,-9.9
2010-06-23,-9.9
2010-06-24,-9.9
2010-06-25,-9.9
2010-06-26,-9.9
2010-06-27,-9.9
2010-06-28,-9.9
2010-06-29,-9.9
2010-06-30,-9.9
2010-07-01,-9.9
2010-07-02,-9.9
2010-07-03,-9.9
2010-07-04,-9.9
2010-07-05,-9.9
2010-07-06,-9.9
2010-07-07,-9.9
2010-07-08,-9.9
2010-07-09,-9.9
2010-07-10,-9.9
2010-07-11,-9.9
2010-07-12,-9.9
2010-07-13,-9.9
2010-07-14,-9.9
2010-07-15,-9.9
2010-07-16,-9.9
2010-07-17,-9.9
2010-07-18,-9.9
2010-07-19,-9.9
2010-07-20,-9.9
2010-07-21,-9.9
2010-07-22,-9.9
2010-07-23,-9.9
2010-07-24,-9.9
2010-07-25,-9.9
2010-07-26,-9.9
2010-07-27,-9.9
2010-07-28,-9.9
2010-07-29,-9.9
2010-07-30,-9.9
2010-07-31,-9.9
2010-08-01,-9.9
2010-08-02,-9.9
2010-08-03,-9.9
2010-08-04,-9.9
2010-08-05,-9.9
2010-08-06,-9.9
2010-08-07,-9.9
2010-08-08,-9.9
2010-08-09,-9.9
2010-08-10,-9.9
2010-08-11,-9.9
2010-08-12,-9.9
2010-08-13,-9.9
2010-08-14,-9.9
2010-08-15,-9.9
2010-08-16,-9.9
2010-08-17,-9.9
2010-08-18,-9.9
2010-08-19,-9.9
2010-08-20,-9.9
2010-08-21,-9.9
2010-08-22,-9.9
2010-08-23,-9.9
2010-08-24,-9.9
2010-08-25,-9.9
2010-08-26,-9.9
2010-08-27,-9.9
2010-08-28,-9.9
2010-08-29,-9.9
2010-08-30,-9.9
2010-08-31,-9.9
2010-09-01,-9.9
2010-09-02,-9.9
2010-09-03,-9.9
2010-09-04,-9.9
2010-09-05,-9.9
2010-09-06,-9.9
2010-09-07,-9.9
2010-09-08,-9.9
2010-09-09,-9.9
2010-09-10,-9.9
2010-09-11,-9.9
2010-09-12,-9.9
2010-09-13,-9.9
2010-09-14,-9.9
2010-09-15,-9.9
2010-09-16,-9.9
2010-09-17,-9.9
2010-09-18,-9.9
2010-09-19,-9.9
2010-09-20,-9.9
2010-09-21,-9.9
2010-09-22,-9.9
2010-09-23,-9.9
2010-09-24,-9.9
2010-09-25,-9.9
2010-09-26,-9.9
2010-09-27,-9.9
2010-09-28,-9.9
2010-09-29,-9.9
2010-09-30,-9.9
2010-10-01,-9.9
2010-10-02,-9.9
2010-10-03,-9.9
2010-10-04,-9.9
2010-10-05,-9.9
2010-10-06,-9.9
2010-10-07,-9.9
2010-10-08,-9.9
2010-10-09,-9.9
2010-10-10,-9.9
2010-10-11,-9.9
2010-10-12,-9.9
2010-10-13,-9.9
2010-10-14,-9.9
2010-10-15,-9.9
2010-10-16,-9.9
2010-10-17,-9.9
2010-10-18,-9.9
2010-10-19,-9.9
2010-10-20,-9.9
2010-10-21,-9.9
2010-10-22,-9.9
2010-10-23,-9.9
2010-10-24,-9.9
2010-10-25,-9.9
2010-10-26,-9.9
2010-10-27,-9.9
2010-10-28,-9.9
2010-10-29,-9.9
2010-10-30,-9.9
2010-10-31,-9.9
2010-11-01,-9.9
2010-11-02,-9.9
2010-11-03,-9.9
2010-11-04,-9.9
2010-11-05,-9.9
2010-11-06,-9.9
2010-11-07,-9.9
2010-11-08,-9.9
2010-11-09,-9.9
2010-11-10,-9.9
2010-11-11,-9.9
2010-11-12,-9.9
2010-11-13,-9.9
2010-11-14,-9.9
2010-11-15,-9.9
2010-11-16,-9.9
2010-11-17,-9.9
2010-11-18,-9.9
2010-11-19,-9.9
2010-11-20,-9.9
2010-11-21,-9.9
2010-11-22,-9.9
2010-11-23,-9.9
2010-11-24,-9.9
2010-11-25,-9.9
2010-11-26,-9.9
2010-11-27,-9.9
2010-11-28,-9.9
2010-11-29,-9.9
2010-11-30,-9.9
2010-12-01,45.5
2010-12-02,11.5
2010-12-03,19.2
2010-12-04,17.5
2010-12-05,.0
2010-12-06,2.1
2010-12-07,.2
2010-12-08,.5
2010-12-09,.0
2010-12-10,.0
2010-12-11,.0
2010-12-12,.0
2010-12-13,.0
2010-12-14,.0
2010-12-15,.0
2010-12-16,.0
2010-12-17,.0
2010-12-18,.0
2010-12-19,.0
2010-12-20,.0
2010-12-21,10.2
2010-12-22,35.7
2010-12-23,55.2
2010-12-24,.3
2010-12-25,.5
2010-12-26,12.8
2010-12-27,.0
2010-12-28,1.9
2010-12-29,18.2
2010-12-30,1.7
2010-12-31,.3
2011-01-01,29.8
2011-01-02,10.4
2011-01-03,7.1
2011-01-04,12.4
2011-01-05,.0
2011-01-06,.0
2011-01-07,5.8
2011-01-08,96.2
2011-01-09,4.4
2011-01-10,25.0
2011-01-11,13.7
2011-01-12,20.5
2011-01-13,.9
2011-01-14,2.3
2011-01-15,1.7
2011-01-16,.2
2011-01-17,.0
2011-01-18,.0
2011-01-19,.0
2011-01-20,.0
2011-01-21,.0
2011-01-22,.0
2011-01-23,.0
2011-01-24,.0
2011-01-25,7.6
2011-01-26,4.8
2011-01-27,15.8
2011-01-28,12.5
2011-01-29,10.3
2011-01-30,8.1
2011-01-31,10.4
2011-02-01,116.3
2011-02-02,27.8
2011-02-03,18.2
2011-02-04,22.5
2011-02-05,12.6
2011-02-06,44.2
2011-02-07,29.8
2011-02-08,4.2
2011-02-09,.0
2011-02-10,3.6
2011-02-11,.0
2011-02-12,.0
2011-02-13,.0
2011-02-14,.0
2011-02-15,.5
2011-02-16,3.3
2011-02-17,.0
2011-02-18,.0
2011-02-19,.0
2011-02-20,11.8
2011-02-21,.0
2011-02-22,.0
2011-02-23,.0
2011-02-24,.0
2011-02-25,.0
2011-02-26,.0
2011-02-27,.0
2011-02-28,9.9
2011-03-01,-9.9
2011-03-02,-9.9
2011-03-03,-9.9
2011-03-04,-9.9
2011-03-05,-9.9
2011-03-06,-9.9
2011-03-07,-9.9
2011-03-08,-9.9
2011-03-09,-9.9
2011-03-10,-9.9
2011-03-11,-9.9
2011-03-12,-9.9
2011-03-13,-9.9
2011-03-14,-9.9
2011-03-15,-9.9
2011-03-16,-9.9
2011-03-17,-9.9
2011-03-18,-9.9
2011-03-19,-9.9
2011-03-20,-9.9
2011-03-21,-9.9
2011-03-22,-9.9
2011-03-23,-9.9
2011-03-24,-9.9
2011-03-25,-9.9
2011-03-26,-9.9
2011-03-27,-9.9
2011-03-28,-9.9
2011-03-29,-9.9
2011-03-30,-9.9
2011-03-31,-9.9
2011-04-01,-9.9
2011-04-02,-9.9
2011-04-03,-9.9
2011-04-04,-9.9
2011-04-05,-9.9
2011-04-06,-9.9
2011-04-07,-9.9
2011-04-08,-9.9
2011-04-09,-9.9
2011-04-10,-9.9
2011-04-11,-9.9
2011-04-12,-9.9
2011-04-13,-9.9
2011-04-14,-9.9
2011-04-15,-9.9
2011-04-16,-9.9
2011-04-17,-9.9
2011-04-18,-9.9
2011-04-19,-9.9
2011-04-20,-9.9
2011-04-21,-9.9
2011-04-22,-9.9
2011-04-23,-9.9
2011-04-24,-9.9
2011-04-25,-9.9
2011-04-26,-9.9
2011-04-27,-9.9
2011-04-28,-9.9
2011-04-29,-9.9
2011-04-30,-9.9
2011-05-01,8.3
2011-05-02,4.1
2011-05-03,1.7
2011-05-04,3.1
2011-05-05,5.2
2011-05-06,.0
2011-05-07,.0
2011-05-08,.0
2011-05-09,.0
2011-05-10,.0
2011-05-11,18.4
2011-05-12,1.3
2011-05-13,.0
2011-05-14,.0
2011-05-15,16.4
2011-05-16,.0
2011-05-17,.0
2011-05-18,.0
2011-05-19,.0
2011-05-20,.0
2011-05-21,.0
2011-05-22,.0
2011-05-23,.0
2011-05-24,10.4
2011-05-25,16.2
2011-05-26,.0
2011-05-27,25.3
2011-05-28,.0
2011-05-29,.0
2011-05-30,1.2
2011-05-31,.5
2011-06-01,-9.9
2011-06-02,-9.9
2011-06-03,-9.9
2011-06-04,-9.9
2011-06-05,-9.9
2011-06-06,-9.9
2011-06-07,-9.9
2011-06-08,-9.9
